Region,count,normalized,Parent structure,Mid-level group,source_sheet,8,allen_id,allen_acronym,allen_name,allen_parent,allen_major_division,allen_cortical_class,is_cortical,is_subcortical,thalamic_group,thalamic_subdivision,allen_path
Nucleus of the lateral olfactory tract,2,0.0636739891754218,Unknown,Unknown,brain6,,619,NLOT,Nucleus of the lateral olfactory tract,Olfactory areas,Cerebrum,Olfactory areas,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Olfactory areas"", ""Nucleus of the lateral olfactory tract""]"
Nucleus of the posterior commissure,2,0.0636739891754218,Unknown,Unknown,brain6,,634,NPC,Nucleus of the posterior commissure,Pretectal region,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Midbrain"", ""Midbrain, motor related"", ""Pretectal region"", ""Nucleus of the posterior commissure""]"
Periaqueductal gray,2,0.0636739891754218,Unknown,Unknown,brain6,,795,PAG,Periaqueductal gray,"Midbrain, motor related",Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Midbrain"", ""Midbrain, motor related"", ""Periaqueductal gray""]"
Perirhinal area,2,0.0636739891754218,Cortex,Olfactory / Piriform cortex,brain6,,922,PERI,Perirhinal area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Perirhinal area""]"
Reticular nucleus of the thalamus,2,0.0636739891754218,Thalamus,Reticular thalamus,brain6,,262,RT,Reticular nucleus of the thalamus,"Thalamus, polymodal association cortex related",Brain stem,,False,True,"Thalamus, polymodal association cortex related",Reticular nucleus of the thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Reticular nucleus of the thalamus""]"
Temporal association areas,2,0.0636739891754218,Cortex,Auditory cortex,brain6,,541,TEa,Temporal association areas,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Temporal association areas""]"
Anteromedial nucleus,1,0.0318369945877109,Thalamus,Intralaminar thalamus,brain6,,127,AM,Anteromedial nucleus,Anterior group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Anteromedial nucleus""]"
Bed nuclei of the stria terminalis,1,0.0318369945877109,Septal area,Septal nuclei,brain6,,351,BST,Bed nuclei of the stria terminalis,"Pallidum, caudal region",Cerebrum,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, caudal region"", ""Bed nuclei of the stria terminalis""]"
Bed nucleus of the accessory olfactory tract,1,0.0318369945877109,Unknown,Unknown,brain6,,292,BA,Bed nucleus of the accessory olfactory tract,Striatum-like amygdalar nuclei,Cerebrum,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum-like amygdalar nuclei"", ""Bed nucleus of the accessory olfactory tract""]"
Cerebral cortex,1,0.0318369945877109,Cortex,General cortex,brain6,,688,CTX,Cerebral cortex,Cerebrum,Cerebrum,,False,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex""]"
Ectorhinal area/Layer 2/3,1,0.0318369945877109,Cortex,Olfactory / Piriform cortex,brain6,,427,ECT2/3,Ectorhinal area/Layer 2/3,Ectorhinal area,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Ectorhinal area"", ""Ectorhinal area/Layer 2/3""]"
Ectorhinal area/Layer 5,1,0.0318369945877109,Cortex,Olfactory / Piriform cortex,brain6,,988,ECT5,Ectorhinal area/Layer 5,Ectorhinal area,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Ectorhinal area"", ""Ectorhinal area/Layer 5""]"
Ectorhinal area/Layer 6a,1,0.0318369945877109,Cortex,Olfactory / Piriform cortex,brain6,,977,ECT6a,Ectorhinal area/Layer 6a,Ectorhinal area,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Ectorhinal area"", ""Ectorhinal area/Layer 6a""]"
Entorhinal area,1,0.0318369945877109,Cortex,Entorhinal / Parahippocampal,brain6,,909,ENT,Entorhinal area,Retrohippocampal region,Cerebrum,Hippocampal formation,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Hippocampal formation"", ""Retrohippocampal region"", ""Entorhinal area""]"
Field CA3,1,0.0318369945877109,Hippocampus,CA fields,brain6,,463,CA3,Field CA3,Ammon's horn,Cerebrum,Hippocampal formation,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Hippocampal formation"", ""Hippocampal region"", ""Ammon's horn"", ""Field CA3""]"
Interanterodorsal nucleus of the thalamus,1,0.0318369945877109,Unknown,Unknown,brain6,,1113,IAD,Interanterodorsal nucleus of the thalamus,Anterior group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Interanterodorsal nucleus of the thalamus""]"
Islands of Calleja,1,0.0318369945877109,Striatum,Ventral striatum,brain6,,481,isl,Islands of Calleja,Olfactory tubercle,Cerebrum,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum ventral region"", ""Olfactory tubercle"", ""Islands of Calleja""]"
Lateral amygdalar nucleus,1,0.0318369945877109,Amygdala,Basolateral complex,brain6,,131,LA,Lateral amygdalar nucleus,Cortical subplate,Cerebrum,,False,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Lateral amygdalar nucleus""]"
Posterior complex of the thalamus,1,0.0318369945877109,Thalamus,Lateral thalamus,brain6,,1020,PO,Posterior complex of the thalamus,Lateral group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Lateral group of the dorsal thalamus"", ""Posterior complex of the thalamus""]"
Prelimbic area,1,0.0318369945877109,Unknown,Unknown,brain6,,972,PL,Prelimbic area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Prelimbic area""]"
Retrosplenial area,1,0.0318369945877109,Cortex,Visual cortex,brain6,,254,RSP,Retrosplenial area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Retrosplenial area""]"
Rhomboid nucleus,1,0.0318369945877109,Thalamus,Medial thalamus,brain6,,189,RH,Rhomboid nucleus,Intralaminar nuclei of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Intralaminar nuclei of the dorsal thalamus"", ""Rhomboid nucleus""]"
Supraoptic nucleus,1,0.0318369945877109,Hypothalamus,Lateral hypothalamus,brain6,,390,SO,Supraoptic nucleus,Periventricular zone,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Periventricular zone"", ""Supraoptic nucleus""]"
Ventral auditory area,1,0.0318369945877109,Cortex,Auditory cortex,brain6,,1018,AUDv,Ventral auditory area,Auditory areas,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Auditory areas"", ""Ventral auditory area""]"
Primary somatosensory area,786,30.5836575875486,Cortex,Somatosensory cortex,brain7,,322,SSp,Primary somatosensory area,Somatosensory areas,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Somatosensory areas"", ""Primary somatosensory area""]"
Primary motor area,677,26.3424124513619,Cortex,Motor cortex,brain7,,985,MOp,Primary motor area,Somatomotor areas,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Somatomotor areas"", ""Primary motor area""]"
Secondary motor area,282,10.9727626459144,Cortex,Motor cortex,brain7,,993,MOs,Secondary motor area,Somatomotor areas,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Somatomotor areas"", ""Secondary motor area""]"
Caudoputamen,136,5.29182879377432,Striatum,Dorsal striatum,brain7,,672,CP,Caudoputamen,Striatum dorsal region,Cerebrum,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum dorsal region"", ""Caudoputamen""]"
Anterior cingulate area,89,3.46303501945525,Cortex,Prefrontal / Insular cortex,brain7,,31,ACA,Anterior cingulate area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Anterior cingulate area""]"
Gustatory areas,74,2.87937743190661,Unknown,Unknown,brain7,,1057,GU,Gustatory areas,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Gustatory areas""]"
Agranular insular area,48,1.86770428015564,Cortex,Prefrontal / Insular cortex,brain7,,95,AI,Agranular insular area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Agranular insular area""]"
Lateral hypothalamic area,45,1.75097276264591,Hypothalamus,Lateral hypothalamus,brain7,,194,LHA,Lateral hypothalamic area,Hypothalamic lateral zone,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic lateral zone"", ""Lateral hypothalamic area""]"
Mediodorsal nucleus of the thalamus,36,1.40077821011673,Thalamus,Medial thalamus,brain7,,362,MD,Mediodorsal nucleus of thalamus,Medial group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Medial group of the dorsal thalamus"", ""Mediodorsal nucleus of thalamus""]"
Prelimbic area,31,1.20622568093385,Unknown,Unknown,brain7,,972,PL,Prelimbic area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Prelimbic area""]"
Ventral anterior-lateral complex of the thalamus,25,0.972762645914397,Thalamus,Ventral thalamus,brain7,,629,VAL,Ventral anterior-lateral complex of the thalamus,Ventral group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral anterior-lateral complex of the thalamus""]"
Thalamus,22,0.856031128404669,Thalamus,General thalamus,brain7,,549,TH,Thalamus,Interbrain,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus""]"
Ventral posteromedial nucleus of the thalamus,22,0.856031128404669,Thalamus,Ventral thalamus,brain7,,733,VPM,Ventral posteromedial nucleus of the thalamus,Ventral posterior complex of the thalamus,Brain stem,,False,True,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral posterior complex of the thalamus"", ""Ventral posteromedial nucleus of the thalamus""]"
Zona incerta,17,0.66147859922179,Hypothalamus,Lateral hypothalamus,brain7,,797,ZI,Zona incerta,Hypothalamic lateral zone,Brain stem,,False,True,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic lateral zone"", ""Zona incerta""]"
Infralimbic area,16,0.622568093385214,Cortex,Prefrontal / Insular cortex,brain7,,44,ILA,Infralimbic area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Infralimbic area""]"
Central medial nucleus of the thalamus,15,0.583657587548638,Unknown,Unknown,brain7,,599,CM,Central medial nucleus of the thalamus,Intralaminar nuclei of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Intralaminar nuclei of the dorsal thalamus"", ""Central medial nucleus of the thalamus""]"
Field CA1,15,0.583657587548638,Hippocampus,CA fields,brain7,,382,CA1,Field CA1,Ammon's horn,Cerebrum,Hippocampal formation,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Hippocampal formation"", ""Hippocampal region"", ""Ammon's horn"", ""Field CA1""]"
Orbital area,15,0.583657587548638,Cortex,Prefrontal / Insular cortex,brain7,,714,ORB,Orbital area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Orbital area""]"
Anteromedial nucleus,14,0.544747081712062,Thalamus,Intralaminar thalamus,brain7,,127,AM,Anteromedial nucleus,Anterior group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Anteromedial nucleus""]"
Lateral dorsal nucleus of thalamus,13,0.505836575875486,Thalamus,Lateral thalamus,brain7,,155,LD,Lateral dorsal nucleus of thalamus,Anterior group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Lateral dorsal nucleus of thalamus""]"
Supplemental somatosensory area,13,0.505836575875486,Cortex,Somatosensory cortex,brain7,,378,SSs,Supplemental somatosensory area,Somatosensory areas,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Somatosensory areas"", ""Supplemental somatosensory area""]"
Piriform area,11,0.428015564202335,Cortex,Olfactory / Piriform cortex,brain7,,961,PIR,Piriform area,Olfactory areas,Cerebrum,Olfactory areas,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Olfactory areas"", ""Piriform area""]"
Retrosplenial area,11,0.428015564202335,Cortex,Visual cortex,brain7,,254,RSP,Retrosplenial area,Isocortex,Cerebrum,Isocortex,True,False,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Retrosplenial area""]"
Ventral medial nucleus of the thalamus,11,0.428015564202335,Thalamus,Ventral thalamus,brain7,,685,VM,Ventral medial nucleus of the thalamus,Ventral group of the dorsal thalamus,Brain stem,,False,True,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral medial nucleus of the thalamus""]"
Paracentral nucleus,10,0.389105058365759,Unknown,Unknown,brain7,,907,PCN,Paracentral nucleus,Intralaminar nuclei of the dorsal thalamus,Brain stem,,False,True,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Intralaminar nuclei of the dorsal thalamus"", ""Paracentral nucleus""]"
